1633733599.457131,0
1633733599.565965,6
1633733599.674769,15
1633733599.786440,23
1633733599.896097,31
1633733600.007767,37
1633733600.118569,45
1633733600.230672,55
1633733600.343682,62
1633733600.455909,71
1633733600.567694,78
1633733600.677151,87
1633733600.786434,93
1633733600.895676,98
1633733601.004124,99
1633733601.112162,100
1633733601.222919,100
1633733601.335235,97
1633733601.445619,100
1633733601.556128,99
1633733601.670023,99
1633733601.782816,98
1633733601.892575,100
1633733602.003093,99
1633733602.112275,99
1633733602.223374,99
1633733602.333860,99
1633733602.446312,98
1633733602.557077,99
1633733602.666724,97
1633733602.776489,97
1633733602.886668,97
1633733602.996373,97
1633733603.106849,97
1633733603.217138,99
1633733603.329439,100
1633733603.440145,100
1633733603.549421,100
1633733603.660725,100
1633733603.775305,99
1633733603.885793,99
1633733603.996554,97
1633733604.109496,95
1633733604.218197,96
1633733604.327597,93
1633733604.436294,86
1633733604.546695,99
1633733604.655823,99
1633733604.765875,92
1633733604.874955,77
1633733604.983206,66
1633733605.093262,60
1633733605.202896,61
1633733605.312398,62
1633733605.421275,60
1633733605.531419,68
1633733605.641033,79
1633733605.749698,90
1633733605.858716,98
1633733605.968342,99
1633733606.077224,99
1633733606.187825,100
1633733606.298943,95
1633733606.408498,85
1633733606.518240,73
1633733606.630548,73
1633733606.741715,73
1633733606.851856,71
1633733606.961913,69
1633733607.072395,65
1633733607.183047,64
1633733607.293363,76
1633733607.402423,78
1633733607.511554,78
1633733607.620872,75
1633733607.729996,74
1633733607.839332,74
1633733607.947677,74
1633733608.057272,77
1633733608.166817,77
1633733608.275664,75
1633733608.385130,69
1633733608.495516,63
1633733608.604968,57
1633733608.714765,53
1633733608.824489,52
1633733608.933988,58
1633733609.044904,58
1633733609.155451,57
1633733609.265388,57
1633733609.374115,57
1633733609.485120,57
1633733609.594696,52
1633733609.704955,50
1633733609.814979,50
1633733609.924407,50
1633733610.034541,51
1633733610.144234,52
1633733610.255175,51
1633733610.364182,49
1633733610.472631,49
1633733610.581792,50
1633733610.691639,50
1633733610.800490,50
1633733610.910378,50
1633733611.018769,50
1633733611.127881,49
1633733611.237231,50
1633733611.346646,51
1633733611.455975,50
1633733611.564819,50
1633733611.673747,50
1633733611.783659,50
1633733611.892407,50
1633733612.002128,50
1633733612.110913,50
1633733612.219205,50
1633733612.328782,50
1633733612.438182,50
1633733612.547234,51
1633733612.656944,51
1633733612.767109,51
1633733612.876566,51
1633733612.986471,51
1633733613.095781,51
1633733613.205115,51
1633733613.314786,51
1633733613.423933,58
1633733613.533144,58
1633733613.644055,58
1633733613.754202,58
1633733613.866524,58
1633733613.976743,58
1633733614.087658,57
1633733614.197937,53
1633733614.307558,53
1633733614.425055,53
1633733614.540937,54
1633733614.650080,52
1633733614.760745,52
1633733614.870812,52
1633733614.980119,51
1633733615.090235,51
1633733615.200048,51
1633733615.309057,51
1633733615.418465,51
1633733615.528282,51
1633733615.638160,51
1633733615.747272,51
1633733615.856786,51
1633733615.966906,51
1633733616.075512,51
1633733616.186610,51
1633733616.295976,51
1633733616.405496,53
1633733616.514759,52
1633733616.624757,52
1633733616.734723,52
1633733616.844416,52
1633733616.954020,52
1633733617.063514,52
1633733617.173006,52
1633733617.282501,53
1633733617.392352,53
1633733617.501694,53
1633733617.611247,53
1633733617.719737,55
1633733617.828740,54
1633733617.938134,53
1633733618.046506,60
1633733618.155450,59
1633733618.265584,59
1633733618.374860,60
1633733618.485208,60
1633733618.594760,59
1633733618.703766,59
1633733618.813317,54
1633733618.921720,53
1633733619.034681,54
1633733619.144784,54
1633733619.255473,55
1633733619.365256,54
1633733619.474689,54
1633733619.584966,52
1633733619.694356,53
1633733619.803736,53
1633733619.914902,53
1633733620.025112,53
1633733620.135226,54
1633733620.244790,54
1633733620.353649,54
1633733620.462403,54
1633733620.571184,54
1633733620.680416,54
1633733620.789269,53
1633733620.898844,53
1633733621.008283,53
1633733621.117684,53
1633733621.226455,53
1633733621.335827,54
1633733621.444713,54
1633733621.553507,54
1633733621.662357,54
1633733621.772057,54
1633733621.883830,55
1633733621.993402,55
1633733622.101793,54
1633733622.210868,54
1633733622.320788,54
1633733622.430391,54
1633733622.539652,55
1633733622.649085,60
1633733622.758577,61
1633733622.867266,61
1633733622.976860,62
1633733623.085692,62
1633733623.195744,62
1633733623.305397,62
1633733623.418189,58
1633733623.528854,56
1633733623.644075,56
1633733623.759574,56
1633733623.875195,57
1633733623.987766,57
1633733624.099363,56
1633733624.214616,56
1633733624.324416,55
1633733624.436753,55
1633733624.552175,54
1633733624.661882,54
1633733624.772471,54
1633733624.882587,54
1633733624.991900,54
1633733625.102199,55
1633733625.212735,55
1633733625.325991,55
1633733625.435953,55
1633733625.545307,55
1633733625.660748,55
1633733625.775420,54
1633733625.889199,55
1633733626.002381,54
1633733626.114822,54
1633733626.228938,56
1633733626.343570,56
1633733626.456068,56
1633733626.569622,57
1633733626.683744,57
1633733626.793993,56
1633733626.903751,56
1633733627.013984,56
1633733627.124905,57
1633733627.234189,56
1633733627.343529,62
1633733627.457816,62
1633733627.572150,63
1633733627.682384,63
1633733627.792761,64
1633733627.902522,63
1633733628.012651,63
1633733628.123346,60
1633733628.232822,57
1633733628.341957,57
1633733628.455010,57
1633733628.565029,57
1633733628.674751,57
1633733628.784519,57
1633733628.894542,58
1633733629.006233,56
1633733629.118206,56
1633733629.229136,56
1633733629.340756,56
1633733629.454572,56
1633733629.567785,56
1633733629.684563,57
1633733629.797283,57
1633733629.909391,57
1633733630.021960,57
1633733630.135171,57
1633733630.247196,57
1633733630.359623,57
1633733630.472516,57
1633733630.582521,57
1633733630.694740,57
1633733630.804414,56
1633733630.915881,57
1633733631.025957,57
1633733631.135301,57
1633733631.244527,58
1633733631.354850,58
1633733631.465127,58
1633733631.576265,58
1633733631.684994,58
1633733631.798230,58
1633733631.910825,57
1633733632.022408,58
1633733632.135681,64
1633733632.247696,64
1633733632.358498,64
1633733632.470624,64
1633733632.584033,64
1633733632.696366,64
1633733632.809731,64
1633733632.922629,57
1633733633.035228,60
1633733633.147508,60
1633733633.259778,60
1633733633.371800,60
1633733633.485266,60
1633733633.596995,59
1633733633.708679,59
1633733633.820710,58
1633733633.932021,57
1633733634.045896,60
1633733634.159592,58
1633733634.270767,58
1633733634.383152,58
1633733634.495993,58
1633733634.607492,58
1633733634.720602,58
1633733634.833684,58
1633733634.947324,58
1633733635.060057,59
1633733635.171289,58
1633733635.283441,58
1633733635.395509,57
1633733635.507884,58
1633733635.618558,59
1633733635.728434,58
1633733635.840869,58
1633733635.954726,59
1633733636.067389,60
1633733636.178984,59
1633733636.292479,59
1633733636.404117,59
1633733636.515516,60
1633733636.628927,61
1633733636.739796,60
1633733636.851213,66
1633733636.963901,66
1633733637.076044,67
1633733637.188658,67
1633733637.302074,67
1633733637.415385,66
1633733637.527667,66
1633733637.639661,66
1633733637.753369,61
1633733637.867104,61
1633733637.979127,60
1633733638.090210,61
1633733638.202051,61
1633733638.314625,61
1633733638.426318,61
1633733638.537558,61
1633733638.648426,59
1633733638.759234,59
1633733638.871684,59
1633733638.984651,59
1633733639.097633,60
1633733639.210980,60
1633733639.323093,60
1633733639.435700,59
1633733639.547041,59
1633733639.657230,59
1633733639.770908,59
1633733639.882405,59
1633733639.994000,60
1633733640.106467,61
1633733640.218729,61
1633733640.329698,61
1633733640.441291,60
1633733640.554695,60
1633733640.666818,60
1633733640.779403,61
1633733640.890048,61
1633733641.003051,62
1633733641.114295,62
1633733641.225698,62
1633733641.338344,62
1633733641.451008,62
1633733641.563383,61
1633733641.674477,67
1633733641.786898,67
1633733641.899925,67
1633733642.012706,67
1633733642.124084,68
1633733642.234823,68
1633733642.347720,68
1633733642.459855,68
1633733642.574749,62
1633733642.684550,62
1633733642.796126,62
1633733642.909416,62
1633733643.020437,62
1633733643.133419,62
1633733643.246112,62
1633733643.358478,62
1633733643.470665,61
1633733643.583664,62
1633733643.696890,61
1633733643.806544,61
1633733643.920201,62
1633733644.033457,62
1633733644.146807,62
1633733644.257697,62
1633733644.370464,62
1633733644.482894,62
1633733644.596264,62
1633733644.709919,62
1633733644.822255,61
1633733644.932864,61
1633733645.045598,61
1633733645.157222,61
1633733645.269267,61
1633733645.380751,62
1633733645.492745,62
1633733645.605994,62
1633733645.717887,63
1633733645.830333,63
1633733645.942127,62
1633733646.055440,62
1633733646.167987,62
1633733646.280205,62
1633733646.389680,63
1633733646.502564,62
1633733646.613008,69
1633733646.724645,69
1633733646.836542,69
1633733646.949526,69
1633733647.060866,68
1633733647.173389,67
1633733647.286020,69
1633733647.398132,67
1633733647.510709,64
1633733647.624167,64
1633733647.737065,64
1633733647.847632,64
1633733647.960727,64
1633733648.072133,64
1633733648.184517,64
1633733648.296821,64
1633733648.410138,63
1633733648.521768,63
1633733648.635036,63
1633733648.745486,63
1633733648.857702,63
1633733648.970764,63
1633733649.082669,63
1633733649.194429,63
1633733649.305868,64
1633733649.418195,62
1633733649.529623,64
1633733649.640877,63
1633733649.754068,63
1633733649.865545,63
1633733649.977226,63
1633733650.089937,63
1633733650.203314,63
1633733650.316274,62
1633733650.428703,62
1633733650.541966,64
1633733650.654962,64
1633733650.768159,64
1633733650.880813,64
1633733650.992127,65
1633733651.103867,65
1633733651.215901,65
1633733651.328491,64
1633733651.439994,70
1633733651.551552,71
1633733651.663191,71
1633733651.774713,71
1633733651.886659,71
1633733651.998687,72
1633733652.110668,71
1633733652.222051,71
1633733652.335832,71
1633733652.447259,65
1633733652.558395,66
1633733652.671876,66
1633733652.784830,66
1633733652.897122,66
1633733653.007876,66
1633733653.132718,65
1633733653.247624,65
1633733653.359374,63
1633733653.472336,64
1633733653.585583,64
1633733653.697683,65
1633733653.810554,64
1633733653.922700,64
1633733654.035303,64
1633733654.146819,64
1633733654.258957,64
1633733654.372216,64
1633733654.485782,64
1633733654.596733,64
1633733654.710265,64
1633733654.822689,65
1633733654.935837,65
1633733655.047931,65
1633733655.160644,65
1633733655.273333,64
1633733655.386281,65
1633733655.497897,66
1633733655.609833,66
1633733655.722639,66
1633733655.833981,66
1633733655.947024,66
1633733656.059610,66
1633733656.172825,66
1633733656.285023,66
1633733656.397224,66
1633733656.509883,72
1633733656.622087,72
1633733656.734704,72
1633733656.847430,72
1633733656.959258,73
1633733657.070905,72
1633733657.181337,72
1633733657.293710,72
1633733657.405845,66
1633733657.518378,67
1633733657.630823,67
1633733657.744519,67
1633733657.856505,67
1633733657.967827,67
1633733658.080911,66
1633733658.193707,66
1633733658.304128,66
1633733658.416650,65
1633733658.529596,66
1633733658.642238,66
1633733658.753884,66
1633733658.866797,66
1633733658.979691,66
1633733659.093014,66
1633733659.203504,66
1633733659.316909,66
1633733659.428832,66
1633733659.541469,67
1633733659.654177,67
1633733659.766853,66
1633733659.880228,66
1633733659.994101,66
1633733660.106387,66
1633733660.219422,66
1633733660.331149,66
1633733660.442792,66
1633733660.555722,68
1633733660.668354,68
1633733660.778638,67
1633733660.891045,67
1633733661.003499,67
1633733661.114992,67
1633733661.227488,67
1633733661.339827,67
1633733661.452634,73
1633733661.564843,75
1633733661.676952,74
1633733661.787923,74
1633733661.900696,73
1633733662.013961,73
1633733662.124942,73
1633733662.237059,73
1633733662.348933,72
1633733662.460844,67
1633733662.570446,69
1633733662.683660,69
1633733662.795479,69
1633733662.907602,70
1633733663.021086,68
1633733663.132158,69
1633733663.244535,69
1633733663.358313,69
1633733663.470488,67
1633733663.583283,68
1633733663.695409,68
1633733663.806691,68
1633733663.918202,68
1633733664.030673,67
1633733664.143856,67
1633733664.255719,67
1633733664.367033,67
1633733664.481012,67
1633733664.592025,68
1633733664.703718,68
1633733664.813487,68
1633733664.925366,68
1633733665.038563,67
1633733665.151246,67
1633733665.264520,67
1633733665.377107,67
1633733665.489997,68
1633733665.603151,69
1633733665.716064,69
1633733665.827495,69
1633733665.940250,69
1633733666.053073,68
1633733666.166990,68
1633733666.278711,68
1633733666.390962,68
1633733666.503037,74
1633733666.615715,76
1633733666.728084,76
1633733666.841189,76
1633733666.952427,75
1633733667.063358,76
1633733667.173717,75
1633733667.286884,75
1633733667.395888,75
1633733667.508732,70
1633733667.620896,71
1633733667.735210,70
1633733667.846788,70
1633733667.959106,70
1633733668.070991,70
1633733668.183059,70
1633733668.296181,70
1633733668.406796,70
1633733668.518046,68
1633733668.630224,68
1633733668.741287,69
1633733668.853963,69
1633733668.966916,69
1633733669.080236,69
1633733669.193060,69
1633733669.304978,68
1633733669.416028,68
1633733669.527638,68
1633733669.640700,68
1633733669.751883,70
1633733669.863941,69
1633733669.976622,69
1633733670.089838,69
1633733670.201055,69
1633733670.313013,68
1633733670.424887,68
1633733670.536440,69
1633733670.648507,70
1633733670.761449,70
1633733670.873501,71
1633733670.984768,72
1633733671.095753,71
1633733671.207580,71
1633733671.319484,71
1633733671.431892,70
1633733671.543717,73
1633733671.655789,73
1633733671.767607,73
1633733671.877417,73
1633733671.987928,73
1633733672.098878,74
1633733672.211654,74
1633733672.323704,74
1633733672.435305,75
1633733672.545843,71
1633733672.657099,71
1633733672.769155,71
1633733672.880524,70
1633733672.992036,70
1633733673.103413,70
1633733673.212982,70
1633733673.323370,70
1633733673.433133,71
1633733673.547025,71
1633733673.656728,72
1633733673.767533,72
1633733673.876721,73
1633733673.986930,72
1633733674.096583,72
1633733674.206709,72
